uid	text	label	metadata__wavenum	metadata__ideo5	metadata__row_number
5396	that donald trump will be our president	1	3	Very conservative	5396
4780	that donald trump will be reelected	0	10	Liberal	4780
5185	that donald trump will be reelected and that democrats wont take the majority in the senate or hold the house	0	12	Very liberal	5185
6950	that donald trump will be reelected to office and the american people will see the democrats only seek to destroy america they have done nothing to help america their only goal has been to stop donald trump they have hurt minorities at every turn but im hopeful the american people will see this and restore order by voting republican in 2020	1	12	Very conservative	6950
7054	that donald trump will be voted out of office	1	12	Very liberal	7054
4666	that donald trump will become president again and start a war	0	9	Conservative	4666
3900	that donald trump will cause the rest of the world to give up on america and go it alone that bigotry will become more acceptable and people will become more divided	0	4	Moderate	3900
5385	that donald trump will change things	1	3	Very conservative	5385
5609	that donald trump will come through on his promises	1	4	Very liberal	5609
5234	that donald trump will continue his lies etc	0	12	Liberal	5234
5003	that donald trump will continue his tariffs and taking u s away from our allies	0	11	Moderate	5003
5162	that donald trump will continue to allow vladimir putin to tell him how to run our country into the ground	0	12	Liberal	5162
6192	that donald trump will continue to be president paul ryan will be replaced as house speaker and the democrats and mainstream media will continue to suffer from donald trump derangement syndrome oh and george soros will piss away a lot of money in the 2018 elections supporting loser socialist candidates	1	8	Very conservative	6192
5256	that donald trump will continue to damage and divide our country against itself	0	12	Moderate	5256
4572	that donald trump will continue to degrade our relationship with other countries and that poverty in american continues to rise also worried about a stock market crash	0	9	Liberal	4572
4587	that donald trump will continue to divide our country spew his hate anger violence racism discrimination inhumanity disrupt an ongoing investigation into himself family campaign to protect himself etc etc etc	0	9	Liberal	4587
4397	that donald trump will continue to stay in office	0	8	Liberal	4397
3806	that donald trump will damage the way people see the us that it may lead to conflict	0	4	Moderate	3806
5231	that donald trump will declare himself permanent president and wont leave office if voted out	0	12	Very liberal	5231
4860	that donald trump will destroy the american dream	0	10	Moderate	4860
3596	that donald trump will destroy the world if he isnt stop	0	3	Very liberal	3596
5322	that donald trump will do anything to get reelected even if it means risking americas security	0	12	Very liberal	5322
3966	that donald trump will do irreparable damage to our nation	0	6	Very liberal	3966
6091	that donald trump will expose all the government corruption	1	7	Conservative	6091
7065	that donald trump will finally be impeached !	1	12	Very liberal	7065
5788	that donald trump will full fill all his promises ! !	1	6	Not sure	5788
5056	that donald trump will get a second term in office	0	11	Liberal	5056
5269	that donald trump will get america involved in a war that we should have never been involved in	0	12	Liberal	5269
4777	that donald trump will get away with murder literally that the gop and attorney general will find a way of concealing the robert mueller findings that the obfuscation of all the wrong doing by this administration and russia involvement will fall into apathy	0	10	Very liberal	4777
5230	that donald trump will get by with all the crap he is doing and get reelected	0	12	Moderate	5230
5814	that donald trump will get impeached	1	6	Moderate	5814
5299	that donald trump will get reelected	0	12	Moderate	5299
4558	that donald trump will get the country into some dangerous situations overseas like a war confrontation	0	8	Moderate	4558
4790	that donald trump will get us into a war	0	10	Moderate	4790
4066	that donald trump will get us involved in a world conflict	0	6	Moderate	4066
6097	that donald trump will go away	1	7	Moderate	6097
6554	that donald trump will go to jail	1	10	Moderate	6554
6209	that donald trump will have two more years left in his term of office the real possibility that leftist politicians and policies will be repudiated in the november elections !	1	8	Conservative	6209
5756	that donald trump will hold china to account for their unfair trade practices	1	4	Conservative	5756
6180	that donald trump will hopefully be impeached	1	8	Moderate	6180
6561	that donald trump will loose the next election	1	10	Liberal	6561
3573	that donald trump will lose his temper and start another war donald trump wont do anything that he said he will	0	3	Moderate	3573
6891	that donald trump will lose or get impeached	1	12	Liberal	6891
7128	that donald trump will lose the next election that there will be a recession and housing prices will fall again because they are unaffordable	1	12	Very liberal	7128
