docnames,old.docnames,instance_id,speaker,party,date,agenda,text,EU,CAP 
770279,text1234088.1,804842,Mark Harper,Con,16/06/2010,Independent Parliamentary Standards Authority,"Friend the Leader of the House, who was here earlier, has been speaking with IPSA regularly about any concerns raised by Members regarding their ability to do their job, and I know that he will continue to do so.",0,20
778032,text1235113.1,812930,Kevan Jones,Lab,21/06/2010,Strategic Defence and Security Review,I agree with the hon.,0,16
848330,text1244101.1,885978,Matt Hancock,Con,20/07/2010,Finance Bill,That is often forgotten on the Labour Benches.,0,20
876184,text1247930.1,914736,Harriett Baldwin,Con,07/09/2010,Superannuation Bill,It would be more attractive if the redundancies that are being discussed were voluntary.,0,20
944767,text1257121.1,986454,Kate Green,Lab,26/10/2010,Savings Accounts and Health in Pregnancy Grant Bill,This is an incredibly serious debate and I would like to address what I believe are important points raised on both sides of the House.,0,3
953282,text1258068.1,995316,Stephen Mosley,Con,28/10/2010,Flexible Parental Leave [Oral Answers to Questions > Women and Equalities],What discussions has the Minister had with the business community on the implementation of flexible parental leave?,0,2
1003488,text1265224.1,1048723,Jamie Reed,Lab,17/11/2010,Flooding (West Cumbria),"Frankly, he hides his light under a bushel.",0,21
1054436,text1272222.1,1102289,Guy Opperman,Con,08/12/2010,Police Funding,I make this simple point: what would Labour have cut?,0,12
1078527,text1275657.1,1127735,John Mann,Lab,16/12/2010,Football Governance,Gone!,0,15
1257787,text1299922.1,1317981,Julie Hilling,Lab,23/03/2011,Public Sector Funding,I agree with my hon.,0,13
1288754,text1304050.1,1350450,Steve Webb,LibDem,05/04/2011,NA,"We have been piloting migration from incapacity benefit in Burnley and Aberdeen, and are learning lessons from those pilots.",0,2
1307220,text1306188.1,1369770,Kevan Jones,Lab,03/05/2011,NA,I agree.,0,99
1327182,text1308650.1,1390949,Kevin Brennan,Lab,11/05/2011,Education Bill,"Clearly, if pupils are no longer being excluded as an alternative provision referral is being made, it is important that that is properly monitored and followed.",0,6
1588559,text1344965.1,1665189,William Hague,Con,09/11/2011,Middle East and North Africa,I agree with him about that.,0,19
1635786,text1351272.1,1714930,Andrew Smith,Lab,30/11/2011,Working Tax Credits,"Gentleman highlighted, which is the move from 16 to 24 hours.",0,1
1810683,text1374609.1,1900469,Huw Irranca-Davies,Lab,08/03/2012,Common Agricultural Policy,That would be a self-defeating proposal.,1,4
1999494,text1400541.1,2098417,Andrew Slaughter,Lab,11/07/2012,Hospital Services (West London),That is not consultation.,0,3
2026837,text1404076.1,2127542,Andrew Lansley,Con,06/09/2012,Business of the House,"I have already mentioned the opportunity for Members to talk to Ministers about this, but in addition, I hope that Members will recognise that this is the sort of issue that is worth raising in the pre-recess Adjournment debate on Tuesday week.",0,20
2196766,text1425810.1,2307405,Stephen McPartland,Con,12/12/2012,NHS Funding,Friend the Member for Southport (John Pugh) referred to the fact that the Whips on both sides put out lots of statements for us to use to attack each other.,0,3
2274102,text1435655.1,2388961,James Duddridge,Con,25/01/2013,Offshore Gambling Bill,I recall discussing case work with another Member of Parliament in the Tea Room.,0,20
2301579,text1439631.1,2418431,Stuart Andrew,Con,06/02/2013,Suicide Prevention,I pay tribute to Mike Bush.,0,3
2381889,text1450230.1,2503299,Theresa May,Con,18/03/2013,Crime and Courts Bill [Lords],I am pleased that the House has today agreed to add provisions to the Bill to end this abuse.,0,12
2486337,text1463169.1,2613249,Damian Green,Con,10/06/2013,Front-line Policing (London) [Oral Answers to Questions > Home Department],I do agree.,0,12
2804441,text1504853.1,2948750,Alistair Carmichael,LibDem,18/12/2013,Barnett Formula [Oral Answers to Questions > Scotland],Not only do I agree with my hon.,0,1
2817775,text1506843.1,2962911,Mike Penning,Con,07/01/2014,Mesothelioma Bill [Lords],I have to tell him that the insurers did not come happily to the table to have this discussion.,0,3
3093857,text1541514.1,3257377,Geraint Davies,Lab,18/06/2014,Energy Prices,"There are issues with fracking, which some people are very concerned about.",0,8
3212026,text1555826.1,3382328,William Hague,Con,13/10/2014,Business of the House,I have also invited Labour Members to attend that committee and put forward their own proposals.,0,20
3270772,text1563660.1,3445332,Mary Creagh,Lab,05/11/2014,Local Bus Services,I agree with the hon.,0,10
3285270,text1565674.1,3460785,Elizabeth Truss,Con,17/11/2014,Avian Influenza,I am sure she will agree that very swift action has already been taken from the time of the original notification on Friday.,0,3
3300918,text1567814.1,3477736,Ian Mearns,Lab,21/11/2014,Zero Hours Contracts Bill,I could not agree more with my hon.,0,5
3337383,text1572539.1,3516223,Iain Duncan Smith,Con,08/12/2014,Topical Questions [Oral Answers to Questions > Work and Pensions],I agree.,0,99
text1182280.1,NA,13453,Mike Penning,Con,23/06/2009,Improving Young People's Health [Oral Answers to Questions > Health],"Between 1 million and 3 million people in England and, obviously, thousands of children, do not get access to an NHS dentist.",0,3
text1228126.1,NA,31815,Keith Vaz,Lab,06/04/2010,EU Budget (Reform) [Oral Answers to Questions > Foreign and Commonwealth Office],"Will the Minister reassure the House that, in any discussions on the reform of the budget, we will not lose sight of the goals that were set by the Lisbon agenda at the European Council in 2000?",1,1
text1284781.1,NA,54101,Robert Halfon,Con,02/02/2011,Apprentices [Oral Answers to Questions > Wales],"What recent discussions she has had with the Secretary of State for Business, Innovation and Skills on the effects of her Department's policies on apprentices on the number of apprentices in Wales.",0,5
text1311184.1,NA,64770,Denis MacShane,Lab,18/05/2011,Human Trafficking,Member for Cities of London and Westminster for helping to arrange those very good facilities there.,0,20
text1370996.1,NA,86940,Jon Ashworth,Lab,28/02/2012,Transport and the Economy,It is the only main line to London that has not been electrified and where there are no immediate plans for electrification.,0,10
text1398672.1,NA,98153,Brandon Lewis,Con,06/07/2012,Bank of England (Appointment of Governor) Bill,The Bank of England sets policy.,0,1
text1433095.2,NA,113992,Michael Gove,Con,21/01/2013,Academies [Oral Answers to Questions > Oral Answers to Questions > Education > Education],"In Kettering, 85% of secondary school-age pupils are taught in academies; in Northamptonshire overall the figure is 75%; and in England it is 52%.",0,6
text1441800.1,NA,118330,Jo Swinson,LibDem,12/02/2013,UK Fashion Industry,"Of course London is seen as a global centre of fashion, with our universities, including the campus in the hon.",0,15
text1447966.1,NA,120624,Frank Dobson,Lab,11/03/2013,Financial Services (Banking Reform) Bill,We were told that they would go to Switzerland.,0,15
text1452007.1,NA,122117,Jeremy Corbyn,Lab,22/03/2013,Budget Resolutions and Economic Situation,"My borough of Islington is one of the smaller London boroughs, but it has at least 13,000 families on the priority needs list.",0,13
text1489501.1,NA,138319,Jacob Rees-Mogg,Con,29/10/2013,Eurojust and the European Public Prosecutor's Office,What is being proposed will give Eurojust a very wide set of competences and an ability to demand responses.,1,12
100953,text1160033.1,105422,Alan Duncan,Con,03/03/2009,"Select Committees (Chairmen), Liaison Committee and Green Book","It is obvious that if a Member, having talked to officials and taken the issue to the Committee on Members' Allowances, had reached a conclusion on a matter, the Committee on Standards and Privileges would take that into account.",0,20
102546,text1160159.1,107134,Parmjit Dhanda,Lab,03/03/2009,Waste (Gloucestershire),St.,0,0
331644,text1183555.1,345736,John Butterfill,Con,25/06/2009,Standing Orders etc. (Machinery of Government Changes),"On that basis, for those on the upper level scheme, the net cost would have been about £60 a month.",0,20
408945,text1192487.1,426280,Tobias Ellwood,Con,15/10/2009,Defence Policy,” That cannot go on and needs to change.,0,16
454020,text1197789.1,473082,Edward Leigh,Con,04/11/2009,Constitutional Reform and Governance Bill,Nobody else can affect his judgments.,0,20
474109,text1200141.1,494235,David Amess,Con,18/11/2009,Debate on the Address,"Indeed, the figure is probably even higher.",0,20
655868,text1221459.1,684871,Julian Lewis,Con,04/03/2010,Business of the House,This is a non-partisan request.,0,20
800972,text1237826.1,836949,Gregory Barker,Con,30/06/2010,Energy Efficiency,What needs to change?,0,8
1162105,text1286987.1,1217006,Michael Gove,Con,08/02/2011,Education Bill,How can any hon.,0,6
1190695,text1290774.1,1246959,John Hayes,Con,17/02/2011,"Apprenticeships [Oral Answers to Questions > Oral Answers to Questions > Business, Innovation and Skills > Business, Innovation and Skills]",I did a little research: the event was attended by 51 employers and resulted in 29 apprenticeship pledges just on the day.,0,5
1295628,text1304674.1,1357658,Charles Hendry,Con,26/04/2011,UK Oil Refining Industry,"He paid tribute to and thanked some of the people who have helped him, particularly on a local level.",0,8
1456674,text1325923.1,1525940,Bill Cash,Con,13/07/2011,Rupert Murdoch and News Corporation Bid for BSkyB,We got them from the Library and they refer to a“judge-led inquiry into phone hacking”-but it is confined to the press.,0,17
1471601,text1328146.1,1541644,Robert Goodwill,Con,19/07/2011,GM Food Technologies,"The other, at Leeds university, was on nematode-resistant potatoes.",0,4
1534041,text1336955.1,1606873,David Ward,LibDem,18/10/2011,Pensions Bill [Lords],"My parents, and I suspect the hon.",0,5
1626993,text1350057.1,1705674,George Osborne,Con,29/11/2011,Autumn Statement,"The problem is, of course, primarily a lack of jobs- But it is made worse by a lack of skills.",0,5
1702342,text1359875.1,1785136,Cheryl Gillan,Con,18/01/2012,Apprentices (Wales Office) [Oral Answers to Questions > Wales],"Both are doing very well and their teams are already impressed by their professional attitude and level of competence, as am I.",0,5
2008390,text1401793.1,2107972,Andy Burnham,Lab,16/07/2012,National Health Service,"There is no less need, however.",0,3
2009195,text1401898.1,2108821,Liz Kendall,Lab,16/07/2012,Adult Social Care,"The number of over-80s is growing even faster, and is set to double to nearly 6 million in 20 years' time.",0,13
2355122,text1446707.1,2475277,Mark Hoban,Con,06/03/2013,Universal Credit,I am not going to give way.,0,15
2526436,text1468129.1,2655704,Michael Fallon,Con,25/06/2013,Royal Mail,We will give Royal Mail the commercial freedom it has needed for so long.,0,20
2714900,text1492884.1,2854167,Alan Meale,Lab,06/11/2013,UK Coal Operations Ltd,It is therefore not true that nothing can be done.,0,8
2727156,text1494731.1,2867156,Rob Flello,Lab,12/11/2013,Housing Benefit,Stoke-on-Trent has been the third hardest hit by cuts every year and simply cannot mop that up.,0,14
